title,firstname,middlename,lastname,name_suffix,nickname,bioguide_id,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email,house vote on healthcare
Rep,John,Abney,Culberson,,,C001048,R,TX,7,1,M,202-225-2571,202-225-4381,http://culberson.house.gov,,2161 Rayburn House Office Building,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,CongressmanCulberson,,,1956-08-24,Rep.Culberson@opencongress.org,yes
Rep,John,R.,Carter,,,C001051,R,TX,31,1,M,202-225-3864,202-225-5886,https://carter.house.gov,,2110 Rayburn House Office Building,49296,H2TX31044,400068,N00025095,JudgeCarter,http://www.opencongress.org/wiki/John_Carter,http://youtube.com/repjohncarter,judgecarter,,,1941-11-06,Rep.Carter@opencongress.org,yes
Rep,Tom,,Cole,,,C001053,R,OK,4,1,M,202-225-6165,202-225-3512,https://cole.house.gov,,2467 Rayburn House Office Building,46034,H2OK04055,400077,N00025726,TomColeOK04,http://www.opencongress.org/wiki/Tom_Cole,http://youtube.com/reptomcole,TomColeOK04,,,1949-04-28,Rep.Cole@opencongress.org,yes
Rep,K.,Michael,Conaway,,,C001062,R,TX,11,1,M,202-225-3605,202-225-1783,http://conaway.house.gov,,2430 Rayburn House Office Building,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,mike.conaway,,,1948-06-11,Rep.Conaway@opencongress.org,yes
Rep,John,Bayard Taylor,Campbell,III,,C001064,R,CA,45,0,M,202-225-5611,202-225-9177,http://www.campbell.house.gov,https://campbell.house.gov/email-me,2331 Rayburn House Office Building,29368,H6CA48039,412011,N00027565,,http://www.opencongress.org/wiki/John_B.T._Campbell,,,,,1955-07-19,,yes
Rep,Jason,,Chaffetz,,,C001076,R,UT,3,1,M,202-225-7751,202-225-5629,https://chaffetz.house.gov,,2236 Rayburn House Office Building,103482,H8UT03089,412270,N00028958,JasonInTheHouse,http://www.opencongress.org/wiki/Jason_Chaffetz,http://youtube.com/JasonChaffetz,CongressmanJasonChaffetz,,,1967-03-26,Rep.Chaffetz@opencongress.org,yes
Rep,Anh,,Cao,,Joseph,C001079,R,LA,2,0,M,,,http://josephcao.house.gov,,,93967,H8LA02112,412268,N00030339,,http://www.opencongress.org/wiki/Anh_Cao,,,,,1967-03-13,,yes
Rep,Francisco,,Canseco,,Quico,C001082,R,TX,23,0,M,202-225-4511,202-225-2237,http://canseco.house.gov/,,1339 Longworth House Office Building,50146,H4TX28046,412481,N00026722,,http://www.opencongress.org/wiki/Francisco_Canseco,,,,,1949-07-30,,yes
Rep,Chip,,Cravaack,,,C001086,R,MN,8,0,M,202-225-6211,202- 225-6211,http://cravaack.house.gov/,,508 Cannon House Office Building,122953,H0MN08115,412441,N00031623,,http://www.opencongress.org/wiki/Chip_Cravaack,,,,,1959-12-29,,yes
Rep,Eric,A.,Crawford,,Rick,C001087,R,AR,1,1,M,202-225-4076,202-225-5602,http://crawford.house.gov,,2422 Rayburn House Office Building,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,RepRickCrawford,,,1966-01-22,Rep.Crawford@opencongress.org,yes
Rep,Chris,,Collins,,,C001092,R,NY,27,1,M,202-225-5265,202-225-5910,https://chriscollins.house.gov,,1117 Longworth House Office Building,139770,H8NY29032,412563,N00001285,RepChrisCollins,,http://youtube.com/RepChrisCollins,RepChrisCollins,,,1950-05-20,Rep.Chriscollins@opencongress.org,yes
Rep,Doug,,Collins,,,C001093,R,GA,9,1,M,202-225-9893,202-226-1224,https://dougcollins.house.gov,,1504 Longworth House Office Building,67851,H2GA09150,412531,N00033518,RepDougCollins,,http://youtube.com/repdougcollins,RepresentativeDougCollins,,,1966-08-16,Rep.Dougcollins@opencongress.org,yes
Rep,Paul,,Cook,,,C001094,R,CA,8,1,M,202-225-5861,202-225-6498,http://cook.house.gov,,1222 Longworth House Office Building,58121,H2CA08164,412513,N00034224,RepPaulCook,,http://youtube.com/RepPaulCook,RepPaulCook,,,1943-03-03,Rep.Cook@opencongress.org,yes
Rep,Kevin,,Cramer,,,C001096,R,ND,0,1,M,202-225-2611,202-226-0893,http://cramer.house.gov,,1717 Longworth House Office Building,444,H0ND01026,412555,N00004614,RepKevinCramer,,http://youtube.com/kevincramer,CongressmanKevinCramer,,,1961-01-21,Rep.Cramer@opencongress.org,yes
Rep,Buddy,,Carter,,,C001103,R,GA,1,1,M,202-225-5831,202-226-2269,http://buddycarter.house.gov,,432 Cannon House Office Building,32085,H4GA01039,412622,N00035346,RepBuddyCarter,,,congressmanbuddycarter,,,1957-09-06,Rep.Buddycarter@opencongress.org,yes
Rep,Carlos,,Curbelo,,,C001107,R,FL,26,1,M,202-225-2778,,http://curbelo.house.gov,,1404 Longworth House Office Building,137676,H4FL26038,412621,N00035403,RepCurbelo,,,repcurbelo,,,1980-03-01,Rep.Curbelo@opencongress.org,yes
Rep,James,,Comer,,,C001108,R,KY,1,1,M,202-225-3115,,https://comer.house.gov,,1513 Longworth House Office Building,35169,H6KY01110,412676,N00038260,,,,congressmancomer,,,1972-08-19,Rep.Comer@opencongress.org,yes
Rep,Liz,,Cheney,,,C001109,R,WY,0,1,F,202-225-2311,,https://cheney.house.gov,,416 Cannon House Office Building,145932,H6WY00159,412732,N00035504,RepLizCheney,,,replizcheney,,,1966-07-28,Rep.Cheney@opencongress.org,yes
Rep,Thomas,M.,Davis,III,Tom,D000136,R,VA,11,0,M,,,http://tomdavis.house.gov,,,21935,H4VA11020,400098,N00002045,,http://www.opencongress.org/wiki/Thomas_Davis,,,,,1949-01-05,,yes
Rep,Nathan,,Deal,,,D000168,R,GA,9,0,M,,,http://www.house.gov/deal,,,26824,H2GA09036,400099,N00002610,,http://www.opencongress.org/wiki/Nathan_Deal,,,,,1942-08-25,,yes
Rep,Lincoln,,Diaz-Balart,,,D000299,R,FL,21,0,M,,,http://www.house.gov/diaz-balart,,,26796,H2FL19037,400107,N00002872,,http://www.opencongress.org/wiki/Lincoln_Diaz-Balart,,,,,1954-08-13,,yes
Rep,John,T.,Doolittle,,,D000429,R,CA,4,0,M,,,http://doolittle.house.gov,,,26743,H0CA14042,400113,N00007556,,http://www.opencongress.org/wiki/John_Doolittle,,,,,1950-10-30,,yes
Rep,David,T.,Dreier,,,D000492,R,CA,26,0,M,202-225-2305,202-225-7018,http://dreier.house.gov,http://doyle.house.gov/email_mike.shtml,233 Cannon House Office Building,26765,H8CA35032,400115,N00006932,,http://www.opencongress.org/wiki/David_Dreier,,,,,1952-07-05,,yes
Rep,John,J.,Duncan,Jr.,Jimmy,D000533,R,TN,2,1,M,202-225-5435,202-225-6440,http://duncan.house.gov,,2207 Rayburn House Office Building,27069,H8TN02069,400116,N00003209,RepJohnDuncanJr,http://www.opencongress.org/wiki/John_Duncan,http://youtube.com/RepJohnDuncan,CongressmanDuncan,,,1947-07-21,Rep.Duncan@opencongress.org,yes
Rep,Jo Ann,S.,Davis,,,D000597,R,VA,1,0,F,,,http://joanndavis.house.gov,,,24970,H0VA01052,400095,N00013078,,http://www.opencongress.org/wiki/Jo_Ann_Davis,,,,,1950-06-29,,yes
Rep,Mario,,Diaz-Balart,,,D000600,R,FL,25,1,M,202-225-4211,202-225-8576,http://mariodiazbalart.house.gov,,440 Cannon House Office Building,24312,H2FL25018,400108,N00025337,MarioDB,http://www.opencongress.org/wiki/Mario_Diaz-Balart,http://youtube.com/MarioDiazBalart,mdiazbalart,,,1961-09-25,Rep.Mariodiazbalart@opencongress.org,yes
Rep,Geoff,,Davis,,,D000603,R,KY,4,0,M,202-225-3465,202-225-0003,http://geoffdavis.house.gov,http://geoffdavis.house.gov/Contact.aspx,1119 Longworth House Office Building,35212,H2KY04071,400633,N00024862,,http://www.opencongress.org/wiki/Geoff_Davis,,,,,1958-10-26,,yes
Rep,Thelma,D.,Drake,,,D000605,R,VA,2,0,F,,,http://drake.house.gov,,,8231,H4VA02037,400658,N00027281,,http://www.opencongress.org/wiki/Thelma_Drake,,,,,1949-11-20,,yes
Rep,David,,Davis,,,D000606,R,TN,1,0,M,,,http://daviddavis.house.gov,,,753,H6TN01313,412235,N00008758,,http://www.opencongress.org/wiki/David_Davis,,,,,1959-11-06,,yes
Rep,Charles,,Djou,,,D000611,R,HI,1,0,M,,,http://djou.house.gov/,,,17827,H0HI01157,412387,N00029460,,http://www.opencongress.org/wiki/Charles_Djou,,,,,1970-08-09,,yes
